policy,stable_dev,score,disc_mean,disc_win,disc_pf,cal_mean,cal_win,cal_pf
be_act1p0_stop0p0_tp5p0,False,-0.7742169216555098,-0.3014857725185796,14.001692047377325,0.6817772369242332,-0.6874338260687891,11.058700209643606,0.4214460294218619
fixed_24h,False,-0.7746145112652569,-0.07070236067366908,46.31979695431472,0.9603676480809726,-0.727106220588744,41.24737945492662,0.6832780621565804
be_act0p75_stop0p0_tp5p0,False,-0.7757997010137228,-0.2956233482769099,10.702199661590525,0.625776846872182,-0.6795763654176585,8.228511530398324,0.35851109602623865
progress_6h_mfe0p5_exit24h,False,-0.786727296347045,-0.0878200497849266,40.65143824027073,0.9469807684953007,-0.7350643766961928,34.22431865828092,0.6555805356609858
bar_sl3p0_tp8p0_72h,False,-0.7879988569612373,-0.007899105986654172,33.24873096446701,0.9961824946910574,-0.7405443324297203,25.57651991614256,0.6836365031232197
bar_sl4p0_tp5p0_72h,False,-0.7934847154448113,0.0283589835148528,47.20812182741117,1.013676924869148,-0.7481034056069259,38.941299790356396,0.6974579344140973
bar_sl3p0_tp6p0_72h,False,-0.793860529464045,-0.008202838740945925,37.521150592216586,0.9957676037899655,-0.7439608820240612,28.87840670859539,0.6673356837334419
progress_6h_mfe0p25_exit24h,False,-0.7939049066399043,-0.053979079604924214,43.612521150592215,0.9683501101627312,-0.7440195203880594,37.42138364779874,0.6674307583210342
bar_sl4p0_tp8p0_72h,False,-0.7998426102805597,0.002984681565076124,38.917089678511,1.0012525385231592,-0.7581170735852949,32.18029350104822,0.7218297553649015
be_act0p75_stop0p0_tp6p0,False,-0.8001428531034422,-0.29243973038453563,9.30626057529611,0.6311106399313445,-0.7011490350031915,6.708595387840671,0.3400412126649948
be_act1p0_stop0p0_tp6p0,False,-0.8029343374397871,-0.29833616675894026,12.140439932318104,0.686334136228768,-0.7131993677717225,9.067085953878406,0.4017668688795693
progress_3h_mfe0p5_exit72h,False,-0.8150654241360603,0.7052382637166381,37.39424703891709,1.3172831341971656,-0.7743261493110729,31.07966457023061,0.7284048345000838
bar_sl4p0_tp6p0_72h,False,-0.8290489812734602,0.008722175021980869,43.48561759729272,1.0039407675951757,-0.7837469726358853,35.53459119496855,0.6979866090828344
progress_6h_mfe1p0_exit72h,False,-0.8417085811992272,0.6300969594287189,37.39424703891709,1.2893506817597544,-0.7978335251441393,30.083857442348013,0.7074996262994143
progress_12h_mfe0p5_exit72h,False,-0.8729916541526596,0.7095044756331336,45.0507614213198,1.2627710950855036,-0.8354375336622595,38.15513626834382,0.7496391967306659
fixed_72h,False,-0.8823930545825414,0.8585736782104655,50.08460236886633,1.3000966518058905,-0.8475174280217103,43.9727463312369,0.7674958229277931
progress_12h_mfe1p0_exit72h,False,-0.8866587674921169,0.6751436274514869,41.07445008460237,1.2721409858304982,-0.8456890937832975,34.59119496855346,0.7268688419412039
progress_6h_mfe0p5_exit72h,False,-0.9538467379470684,0.7586778959876276,42.17428087986463,1.3028451548228346,-0.9111700538721695,34.538784067085956,0.7154887728340076
progress_12h_mfe0p25_exit72h,False,-0.980413892722876,0.7642414351550427,47.54653130287648,1.2733867796960148,-0.9404887971821227,40.25157232704403,0.7338326963949781
progress_3h_mfe0p25_exit72h,False,-0.9972413432755953,0.7241410196593651,43.23181049069374,1.2817643245164223,-0.9539264659573502,35.42976939203354,0.7112341512116992
progress_6h_mfe0p25_exit72h,False,-1.062977757319884,0.7830224256416045,46.06598984771574,1.2898832365380082,-1.0192900356544206,38.20754716981132,0.7087485222302439
